polarity,sentence,lem_words,lem_type
0.0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB
0.0,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place be pricey yes food be worth service make feel be pay quater price,NN VB JJ RB NN VB JJ NN VB VB VB VB NN NN
0.0,But the staff was so horrible to us.,staff be so horrible,NN VB RB JJ
0.0,The hostess is rude to the point of being offensive.,hostess be rude point be offensive,NN VB JJ NN VB JJ
0.0,Don't be fooled by crowds of people.,don be fool crowds person,VB VB VB NN NN
0.0,please don't fool us.,please do not fool,VB VB RB VB
0.0,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosa be skimpy unattractive drip grease personally drink popcorn top eat,NN VB JJ JJ NN NN RB NN NN VB VB
0.0,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",husband say have eat several more portion be fine even exclaim french fry be best have have,NN VB VB VB JJ RB NN VB NN RB VB JJ NN VB JJ VB VB
0.0,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,be not really bad pound pastrami do not have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB RB VB JJ NN NN VB RB JJ RB
0.0,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,not meal be edible bland make weird rosemary orange flavoring,RB NN VB JJ JJ VB JJ NN JJ NN
0.0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB
0.0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ
0.0,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seat be uncomfortable be sit wall wooden bench,NN VB JJ VB VB NN JJ NN
0.0,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",food be average above french onion soup fill yet not overly impressive dessert not brilliant way,NN VB JJ VB JJ NN NN VB RB RB RB JJ NN RB JJ NN
0.0,"They're rude at times, and not very friendly.",re rude time not very friendly,NN JJ NN RB RB JJ
0.0,Food was good not great not worth the wait or another visit,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN
0.0,Priced at upper intermediate range.,price upper intermediate range,VB JJ JJ NN
0.0,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",bore inside sushi be pretty average tuna be soggy other roll have flavor,VB NN NN VB RB VB NN VB JJ JJ NN VB NN
0.0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food be mediocre best be horrible service make vow never go back,NN VB JJ JJ VB JJ NN VB NN RB VB RB
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,"Yes, the prices are high, but I felt it was worth it.",yes price be high felt be worth,RB NN VB JJ NN VB JJ
0.0,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",editor idea romance be share conversation next table try speak louder traffic,NN NN NN VB VB NN JJ NN VB VB RB NN
0.0,Murray won't do it.,murray not do,NN RB VB
0.0,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ
0.0,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance atmosphere be great food service have be lot better,NN NN VB JJ NN NN VB VB NN JJ
0.0,They wouldnt even let me finish my glass of wine before offering another.,wouldnt even let finish glass wine offer,VB RB VB VB NN NN VB
0.0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food be mediocre best be horrible service make vow never go back,NN VB JJ JJ VB JJ NN VB NN RB VB RB
0.0,Save yourself the time and trouble and skip this one!,save time trouble skip one,VB NN NN NN NN
0.0,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,mine be little burnt still delicious goat cheese panchetta raddichio be kind bitter,NN VB JJ JJ RB JJ NN NN VB NN VB NN JJ
0.0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,be here few week back have worst customer service experience restaurant ever,VB RB JJ NN RB VB JJ NN NN NN NN RB
0.0,"Told us to sit anywhere, and when we sat he said the table was reserved.",tell sit anywhere sit say table be re-serve,VB VB RB VB VB NN VB VB
0.0,Service was slow had to wait to order and get food although not crowded.,service be slow have wait order get food not crowd,NN VB JJ VB VB NN VB NN RB VB
0.0,They wouldnt even let me finish my glass of wine before offering another.,wouldnt even let finish glass wine offer,VB RB VB VB NN NN VB
0.0,Fish was overdone.,fish be overdo,NN VB VB
0.0,If you want good authentic Thai this place is not the place to go.,want good authentic thai place be not place go,VB JJ JJ NN NN VB RB NN VB
0.0,Will never be back.,never be back,RB VB RB
0.0,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,wait staff be blantently unappreciative business best pie uws,JJ NN VB RB JJ NN JJ NN NN
0.0,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",order chicken casserole get be few small piece chicken dark meat bone,VB NN NN VB VB JJ JJ NN NN JJ NN NN
0.0,"The food was not fresh, the sauces were bland and very oily.",food be not fresh sauce be bland very oily,NN VB RB JJ NN VB JJ RB JJ
0.0,Priced at upper intermediate range.,price upper intermediate range,VB JJ JJ NN
0.0,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,traditional french decour be pleasant hall be rather noisy restaurant be full have raise voice be able maintain conversation,JJ JJ NN VB JJ NN VB RB JJ NN VB JJ VB VB NN VB JJ VB NN
0.0,Not impressed with the food.,not impress food,RB VB NN
0.0,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN
0.0,I have been to Roth's twice and both times were very disappointing.,have be roth twice time be very disappointing,VB VB VB RB NN VB RB JJ
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,be downside be order delivery guy have major attitude,VB NN VB VB NN NN VB JJ NN
0.0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,be seat outside waiter spil red wine hot tea date,VB VB JJ NN VB JJ NN JJ NN NN
0.0,Sauce was watery and the food didn't have much flavor.,sauce be watery food do not have much flavor,NN VB JJ NN VB RB VB JJ NN
0.0,Much of the time it seems like they do not care about you.,much time seem do not care,JJ NN VB VB RB VB
0.0,"The entree was bland and small, dessert was not inspired.",entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB
0.0,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,step foot second time reach adjust light,VB NN JJ NN VB VB VB
0.0,"They don't concern much of customer's health, just want to make money.",do not concern much customer health just want make money,VB RB NN JJ NN NN RB VB VB NN
0.0,We were very disappointed.,be very disappointed,VB RB JJ
0.0,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",look menu be not lot choice most be dumpling appetizer section,VB NN VB RB NN NN RB VB NN NN NN
0.0,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",sometimes get bad food bad service sometimes get good good bad service,RB VB JJ NN JJ NN RB VB JJ JJ JJ NN
0.0,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ
0.0,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress move table practically bathroom ask cancel dinner order do not want eat sit toilet be tell,NN VB NN RB NN VB VB NN NN VB RB VB VB VB NN VB VB
0.0,Not worth it.,not worth,RB JJ
0.0,I'm not picky - but it was actually gross.,not picky be actually gross,RB JJ VB RB JJ
0.0,"The entree was bland and small, dessert was not inspired.",entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB
0.0,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",sometimes get bad food bad service sometimes get good good bad service,RB VB JJ NN JJ NN RB VB JJ JJ JJ NN
0.0,I'm still mad that i had to pay for lousy food.,still mad have pay lousy food,RB JJ VB VB JJ NN
0.0,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN
0.0,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place be pricey yes food be worth service make feel be pay quater price,NN VB JJ RB NN VB JJ NN VB VB VB VB NN NN
0.0,Service is not what one would expect from a joint in this price category.,service be not one expect joint price category,NN VB RB NN VB JJ NN NN
0.0,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",call place hampton chutney co do folk offer more style substance unattractive room unhelpful clerk be dearth former too,VB NN NN NN NN VB NN VB JJ NN NN JJ NN JJ NN VB NN JJ RB
0.0,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess waitress be incredibly rude do everything rush,NN NN VB RB JJ VB NN VB
0.0,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess waitress be incredibly rude do everything rush,NN NN VB RB JJ VB NN VB
